2225,Western Cham,cham de l'ouest,chamo occidental,Cambodia,KHM,cja,Vulnerable,,,200000,,12.0333,105.4333,,Austronesian
1258,Tshangla,tshangla,changla,"Bhutan, China, India","BTN, CHN, IND",tsj,Vulnerable,Shâchop; Sharchop; Tsangla; Sangla; Menba; Monpa,,193000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.1275,91.9335,"Eastern Bhutan, in Trashigang, Pêmagatshä, Samdru Jongkhar and Monggar districts.
India, Arunachal Pradesh,Tawang and West Kameng districts.
Southeastern Tibet, Motuo (Medoz, Medog) and Linzhi (Ngingchi) counties.
",Sino-Tibetan
1161,Thado,thado,chin tado,India,IND,tcz,Vulnerable," Thadou, Kuki, Kuki- Thado",,191000,,24.4521,93.2354,"Manipur, Chandel Dt; Nagaland, Kohima District.  Also spoken in Burma, Possibly some speakers also in Mizoram.",Sino-Tibetan
389,Gagauz (Bessarabia),gagaouze (Bessarabia),gagauso (Besarabia),"Republic of Moldova, Ukraine","MDA, UKR","bgx, gag",Definitely endangered,,,180000,"Wolfgang Schulze: Gagausisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 781–786.",46.0922,28.7951,"since eighteenth- and nineteenth-century immigration, Gagauz has been spoken in the Bujak region, which covers the towns and surrounding areas of Comrat, Ceadîr-Lunga, Basarabeasca, Taraclia and Vulcăneşti in the south of the Republic of Moldova and the adjacent Izmail region of Odessa (Odesa) Province in the Ukraine",Turkic
1557,Kului,kului,paharí de Kullu,India,IND,kfx,Definitely endangered,Kulvi; Kulwali; Kauli; Kullui; Kulu Boli; Kulu Pahari; Seraji,,170770,,31.4403,77.1487,"Himachal Pradesh, Kulli district",Indo-European
981,Adi,adi,adi,"China, India","CHN, IND",adi,Vulnerable,Abor,,170000,,28.3527,95.2294,East Siang District; Upper Siang District,Sino-Tibetan
1132,Lhota,lhota,lota,India,IND,njh,Vulnerable,,,170000,,26.1603,94.3725,"Nagaland, Wokha Dt.",Sino-Tibetan
977,Nyishi,nyishi,nisi,India,IND,dap,Vulnerable,"Nishi, Nisi, Nising, Daphla, Dafla,",,170000,,27.5277,93.0981,"Arunachal Pradesh, Papum Pare, Lower Subansiri, Kurung Kumey and Upper Subansiri districts.",Bookkeeping
1898,Ngäbere (Panama),ngäbere (Panama),guaymí (Panamá),Panama,PAN,gym,Vulnerable,"Ngäbere, Guaymí",,169130,"Census 2000, article by Constenla",9.3395,-82.2428,"Bocas del Toro, Veraguas, Chiriquí provinces in western Panama",Chibchan
1582,Kodagu,kodagu,codagú,India,IND,kfa,Definitely endangered,"Coorgi
",,166187,,11.6952,75.9375,Karnataka,Dravidian
340,Corsican,corse,corso,"France, Italy","FRA, ITA",cos,Definitely endangered,,,160000,"Jean Sibille: Les langues régionales. Dominos 220; [Paris]: Flammarion, 2000.",42.0819,9.0307,Corsica (Corse); also spoken on Maddalena Island off the northeast coast of Sardinia and in many émigré communities,Indo-European
1253,Dzongkha,dzongkha,butanés,Bhutan,BTN,dzo,Vulnerable,Drukke; Drukha; Drukpa; Bhutanese; Jonkha; Zongkhar; Lunakha (dialect); Lâyakha (dialect),,160000,"Driem, George van. 1991. Report on the First Linguistic Survey of Bhutan. Thimphu: Royal Government of Bhutan.

Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.44,89.6731,"Western Bhutan, in Hâ, Chukha, D'agana, 'Wardi Phodr'a, Paro, Thimphu, Pünakha and Gâsa districts",Sino-Tibetan
368,Kalmyk,kalmouk,kalmiko,Russian Federation,RUS,xal,Definitely endangered,Kalmuck,,153602,"Г. Ц. Пюрбеев: Калмыцкий язык. Языки мира: Монгольские языки; Тунгусо-маньчжурские языки; Японский язык; Корейский язык. Москва: Индрик, 1997.",46.2026,45.8239,"the Kalmyk Republic and the adjacent part of Astrakhan, Rostov, and Volgograd provinces and Stavropol’ Region",Mongolic-Khitan
1071,Lak,lak,laco,Russian Federation,RUS,lbe,Vulnerable,,,153373,,42.0125,47.2521,parts of the Republic of Daghestan,Nakh-Daghestanian
332,Asturian-Leonese,asturien-léonais,astur-leonés,"Spain, Portugal","ESP, PRT","ast, ext, mwl",Definitely endangered,Bable; Mirandese (local name in Portugal); Extremaduran (dialect); Cantabrian (dialect),astur-leonés,150000,,42.7954,-5.6689,"Asturias and northwestern Castile and León, Cantabria and Extremadura, Spain; and the municipalities of Miranda do Douro and Vimioso in north-eastern Portugal",Indo-European
376,Latgalian,latgalien,letón,"Latvia, Russian Federation","LVA, RUS",lav,Vulnerable,,,150000,,56.1822,27.1362,eastern Latvia and cross-border areas in the Russian Federation; a regional language not recognized by the SIL,Indo-European
404,Provençal,provençal,provenzal,France,FRA,oci,Severely endangered,occitan provençal,provençau,150000,,43.5485,6.1083,"the departments of Alpes-Maritimes (except the eastern corner), Bouches-du-Rhône, Var, and Vaucluse, the southern parts of Alpes de Haute-Provence, and the eastern parts of Gard; the original joint ISO code [prv] for Alpine Provençal and Provençal has been retired on false grounds",Indo-European
1174,Rabha,rabha,rabha,India,IND,rah,Vulnerable,Rava,,150000,,25.9284,90.9777,"Assam, Goalpara, Kamrup and Darrang districts",Sino-Tibetan
1996,Tamzabit,tamzabit,tumzabí,Algeria,DZA,mzb,Vulnerable,"Tumzabt, Tamzabt, Mozabite",,150000,"Chaker, official population figures. No linguistic census available.",32.4816,3.6694,"The M'zab Valley. Seven oases: Ghardaïa,  Beni-Isguen, El-Ateuf, Mélika, Bou Noura, Berrian, Guerrara.
",Afro-Asiatic
1128,Sherpa,sherpa,sherpa,"China, India, Nepal","CHN, IND, NPL",xsr,Vulnerable,शेर्पा,,143693,"Driem, George van. 2001. Languages of the Himalayas. Volumes 1 and 2. Hand-book of Oriental Studies. Section Two: India. Leiden/Boston/Köln: Brill.

Driem, George van. 2007. 'South Asia and the Middle East', pp. 283-347 in Christopher Moseley (ed.) Encyclopedia of the World's Endangered Languages. London/New York: Routledge.

ethnologue.com",27.739,86.839,Solukhumbu district and around Mt Everest,Sino-Tibetan
1154,Tangkhul,tangkhul,tangkhul,India,IND,nmf,Vulnerable,,,142000,,25.0358,94.4824,"Manipur, Ukhrul Dt.;; Nagaland, Phek Dt. Also spoken in Burma",Sino-Tibetan
1826,Q'aanjob'al,q’aanjob'al,canjobalés,Guatemala,GTM,,Vulnerable,Qanjobal,,139830, XI Censo Nacional de Población for number of speakers and language names; contributor H. Antonio García Zúñiga consulted Ethnologue for some locations,15.6019,-91.4441,"Soloma, San Juan Ixcoy, Santa Eulalia, Barilla",
1569,Badaga,badaga,badaga,India,IND,bfq,Definitely endangered,Badag; Badagu; Badugu; Baduga; Vadagu,,134514,,11.3642,76.5266,"Tamil Nadu, Nilgiri and Konda Hills",Dravidian
1140,Angami,angami,angami,India,IND,njm,Vulnerable,,,132000,,25.7553,94.1308,between Dimapur (Assam) and Kohima (Nagaland),Sino-Tibetan
1056,Laz,laze,laz,"Georgia, Turkey","GEO, TUR",lzz,Definitely endangered,Chan,,130000,"Г. А. Климов: Лазский язык. — Языки Российской Федерации и соседних государств: энциклопедия II. Москва: Наука, 2001.",41.2736,41.2646,"the towns of Pazar (Atina), Ardeşen, Çamlıhemşin and Fındıklı in Rize Province and Arhavi (Arkabi/Arxave), Hopa (Xopa), Borçka and Sarp (Sarpi) in Artvin Province in Turkey; Sarpi is partly in the Republic of Ajaria on the Georgian side; there are also Laz villages, founded by refugees of the 1877–78 war, in the western parts of Turkey mainly in Sakarya, Kocaeli and Bolu provinces",Kartvelian
1073,Tabasaran,tabassaran,tabasarano,Russian Federation,RUS,tab,Vulnerable,,,128391,,41.8081,47.9882,parts of the Republic of Daghestan,Nakh-Daghestanian
1553,Chambeali,chambeali,chameali,India,IND,cdh,Definitely endangered,Chamaya; Chambiali; Chamiyali; Chambiyali; Chameali,,126589,,32.9072,76.5307,Himachal Pradesh,Indo-European
1076,Abkhaz,abkhaze,abjaso,"Georgia, Russian Federation, Turkey","GEO, RUS, TUR",abk,Vulnerable,,,125000,"В. А. Чирикба: Абхазский язык. — Языки Российской Федерации и соседних государств: энциклопедия I. Москва: Наука, 1997. | Wolfgang Schulze: Abchasisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 843–850.",43.133,40.8471,"Abkhazia; diaspora communities in Turkey, the Russian Federation, Georgia, the Middle East and Western Europe; includes the Ashkharawa dialect officially subsumed under Abaza in the Russian Federation",Abkhaz-Adyge
1129,Phom,phom,phom,India,IND,nph,Vulnerable,,,123000,,26.7799,94.9493,"Nagaland, Tuensang Dt.",Sino-Tibetan
1588,Kolami,kolami,colami,India,IND,kfb,Definitely endangered,Kulume; Kolamboli; Kolam; Kolmi; Kolamy,,121855,,20.5093,78.1787,"Maharashtra (Yavatmal, Wardha, and Nanded), Andhra Pradesh and Madhya Pradesh",Dravidian
784,Navajo,navajo,navajo,United States of America,USA,nav,Vulnerable,"Navajo, Diné",,120000,"Platero, Paul. 2001. Navajo head start language study. in The Green Book of Language Revitalization, Leanne Hinton and Ken Hale, eds.
Golla et al. 2001",35.8044,-108.475,"the Navajo Nation is located in the region of northern Arizona, northwestern New Mexico, southwestern Colorado and southeastern Utah",Athabaskan-Eyak-Tlingit
408,Sassarese,sassarien,sasarés,Italy,ITA,sdc,Definitely endangered,Sassarese Sardinian,,120000,,40.6139,8.6132,northwestern Sardinia; an outlying dialect of Corsican,Indo-European
655,Tamahaq (Algeria),tamahaq (Algérie),tamahaq (Argelia),Algeria,DZA,thv,Vulnerable,"Tahaggart, Tamachek, Touareg, Tuareg, Toureg",,120000,"Official population figures.
Chaker (INALCO websites and other publications)
Cortade, Bernus etc.",22.8369,5.5371,South west Algeria especially in around the regional centres of Tamanrasset (Kel Ahaggar) and Djanet (Kel Ajjer).,Afro-Asiatic
1590,Konda,konda,conda-dora,India,IND,kfc,Definitely endangered,Kubi; Konda-Dora,,118597,,18.2763,82.9385,Maharashtra (Chandrapur and Nanded) and Andhra Pradesh (Adilabad),Dravidian
916,Sierra Totonac,totonaque de la Sierra,totonacano de Sierra,Mexico,MEX,tos,Severely endangered,"Highland Totonac, Totonaco central del sur",,118367,Contributors: Carolyn MacKay and Frank Treschel.  Their sources are the 2005 census and INALI information,20.2461,-97.6586,"Ahuacatlán, Amixtlán, Atlequizayán, Camocuautla, Caxhaucan, Coatepec, Hermenegildo Galeana, Huehuetla, Hueytlalpan, Ixtepec, Jopala, Olintla, San Felipe Tepatlán, Tepango de Rodríguez, Tuzamapan de Galeana, Zapotitlán de Méndez, Zongozotla (state of Puebla);  Coahuitlán, Coxquihui, Coyutla, Chumatlán, Mecatlán, Zozocolco de Hidalgo (state of Veracruz)",Totonacan
1564,Jaunsari,jaunsari,jaunsari,India,IND,jns,Definitely endangered,Jaunsauri; Jansauri,,114733,,30.4859,78.0908,Himachal Pradesh,Indo-European
1167,Dimasa,dimasa,dimasa,India,IND,dis,Vulnerable,,,112000,,24.7368,92.9003,Karbi Anglong and North Cachar Hills districts,Sino-Tibetan
1179,Ladakhi,ladakhi,ladakhi,"China, India","CHN, IND","cna, lbj, tkk",Vulnerable,Ladhakhi,,105000,,34.0617,77.5909,"Jammu and Kashmir, Ladakh District",Sino-Tibetan
1429,Salar,salar,salar,China,CHN,slr,Vulnerable,,,104503,Arienne M. Dwyer: Salar grammatical sketch (2001) http://www.mpi.nl/DOBES/projects/salar/salar.pdf,36.2752,102.4584,"Xunhua Salar Autonomous County and Hualong Hui Autonomous County of Qinghai Province, and Dongxiang Salar Jishishan Autonomous County of Linxia Hui Autonomous District of Gansu Province; an old émigré community in the Ili Kazakh Autonomous Prefecture of Sinkiang (Xinjiang)",Turkic
1136,Simi,simi,simí,India,IND,nsm,Vulnerable,"Sumi, Sema",,104000,,25.9777,94.5922,"Nagaland, Zunheboto, Kohima, Mokokchung and Tuensang districts",Sino-Tibetan
904,Phurhepecha,purepecha,purépecha,Mexico,MEX,tsz,Vulnerable,"Purépecha, Tarasco, Porhé",,102988,"Census 2000
Contributor:  Claudine Chamoreau has estimated the endangerment in the different locations, but the mapping is hard to handle.",19.3111,-102.041,,Tarascan
342,Crimean Tatar (Crimea),tatar de Crimée (Crimée),tártaro crimeano (Crimea),Ukraine,UKR,"crh, jct",Severely endangered,крымскотатарский (ru),,100000,"С. Р. Изидинова: Крымскотатарский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997.",45.3212,34.3212,"originally spoken in the central parts of the Crimea, but most speakers were deported to Central Asia after the Second World War; many have now returned; includes Krimchak (Judeo-Crimean Tatar)",Turkic
451,Dagur (Nonni),dagour (Nonni),daguro (Nonni),China,CHN,dta,Definitely endangered,Daur; дагурский,,100000,"Toshiro Tsumagari: Dagur. The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 129–153.",47.9163,124.1235,Morin Dawa Daur Autonomous Banner in Hulun Buir League and the Nenjiang and Qiqihar regions in Inner Mongolia,Mongolic-Khitan
366,Francoprovençal,francoprovençal,francoprovenzal,"France, Italy, Switzerland","FRA, ITA, CHE",frp,Definitely endangered,Arpitan; Harpitan,,100000,,45.7828,6.9982,"Savoy (Savoie and Haute-Savoie), Ain (mainly in the region of Bresse), Rhône, Loire, the northern and central parts of Isère, and the southern parts of the departments of Jura and Doubs, France; formely also the northernmost parts of Ardèche and Drôme; the Aosta Valley and the Alpine valleys to the north and east of Val di Susa in Piedmont, Italy; mountain villages of Valais and Fribourg, perhaps also Vaud, Switzerland; formerly all of Suisse romande except the Canton of Jura; now most actively used in the village of Evolène in Valais; severely endangered in France and Switzerland, perhaps also in Italy",Indo-European
356,Gallurese,gallurien,sardo galurés,Italy,ITA,sdn,Definitely endangered,Gallurese Sardinian,,100000,,40.8802,9.4482,northeastern Sardinia; an outlying dialect of Corsican,Indo-European
1754,Mapuche (Argentina),mapuche (Argentine),mapuche (Argentina),Argentina,ARG,arn,Severely endangered,"Mapuche, Araucano, Maputongo, Mapudungu",,100000,"Gordon, Raymond G., Jr. (ed.), 2005. Ethnologue: Languages of the World, Fifteenth edition. Dallas, Tex.: SIL International. Online version: http://www.ethnologue.com/Ethnologue 2005",-40.0791,-71.0156,"Provinces of Neuquen, Rio Negro, Chubut, Buenos Aires, La Pampa",Araucanian
1620,Mehri,mehri,mahri,"Oman, Yemen","OMN, YEM",gdq,Definitely endangered,"Mahri, Mehriyet, Mehriyot, Mehriye",,100000,"Johnstone essentially for Mehri spoken in Oman.
Simeone-Senelle for Mehri spoken inYemen (Mehriyyet and Mehriyyot varieties)   ",16.5993,52.8057,"The language is spoken by the Mahra tribes in the south-eastern province of Mahra in Yemen, and in the Dhofar in Oman. It is the most prestigious and the best known language within the Modern  South Arabian group, because of the history of the region and of its rich literature (tales, poetry) 
  On the coast, The Mehri area extends from the Omani border to the eastern bank of Wadi Masilah in Yemen: Salalah, Jadib, Damqawt, al-Ghaydha, Nishtawn, Saqr, Qishn, Itab, Sayhut) . In the North it is spoken as far as the border of the Rub‘ al-Khali (Thamud, Sanaw, Haberut and beyond). More precise Location for Dhofar is lacking
The Mahra inhabitants in the desert steppe of Yemen and in the mountains of Dhofar in Oman are semi-nomads livstock breeders. Some of them cultivate palm-trees. Those who are owners of four-wheel-drive cars trade with other countries of the Peninsula and provide supplies for numerous shops in the coastal towns and villages. On the coast the activities are sea-oriented: fishing, fish drying and freezing. Some people are employees in public services in the main coastal villages. Before 1990 many Mahra were traders or shopkeepers in Koweit,  presently many migrated and settled in Saudi Arabia. A Mehri speaking community is settled in Tanzania and comes back regularly to Mahra. ",Afro-Asiatic
1891,Miskito (Nicaragua),miskito (Nicaragua),misquito (Nicaragua),Nicaragua,NIC,,Vulnerable,,,100000,Recent article by Constenla,12.4001,-83.7332,"Caribbean coast to Pearl Lagoon, communities of Kakabila and Raitipura",
1233,Ordos,ordos,ordoso,China,CHN,"drh, khk, mvf",Definitely endangered,Urdus,,100000,"Stefan Georg: Ordos. — The Mongolic languages. Edited by Juha Janhunen. London and New York: Routledge, 2003. 193–209.",39.1641,108.1054,"the southernmost part of lnner Mongolia, south of the Yellow River and north of the Great Wall",Mongolic-Khitan
1944,Quechua of Northern Bolivia,quechua bolivien du nord,quechua boliviano septentrional,Bolivia (Plurinational State of),BOL,qul,Vulnerable,,,100000,,-15.3649,-69.0518,"North of the department of La Paz, province of Apolo.",Quechuan
96,Suba,suba,suba,"Kenya, United Republic of Tanzania","KEN, TZA","sxb, ssc",Vulnerable,,,100000,Okoth Okombo,-0.9942,34.519,Kenya and Tanzania,Atlantic-Congo
1861,Garífuna (Honduras),garifuna (Honduras),garífuna (Honduras),Honduras,HND,cab,Vulnerable,Black Carib,,98000,Ehnologue,15.6754,-88.1476,"Masca, Cortés department; Plaplaya, Gracias a Dios",Arawakan
292,Embera (Colombia),embera (Colombie),embera  (Colombia),Colombia,COL,"emp, cmi, cto, sja, bdc, tdc, crf",Vulnerable,"Chocó, Epena, Sia-Pedee, Siapidara, Saija, Catío, Katío, Chamí, Baudó, Tadó, Caramanta (most are subgroups)",,95000,"Arango and Sánchez, 'Los pueblos indígenas de Colombia' (2004)
Rodríguez en González, 'Lenguas indígenas de Colombia' (2000)
Brenzinger, 'Language Diversity Endangered' (2007)
Jorge Gómez Rendón (pers. comm.)",6.1624,-76.8383,"The Emberá occupy large parts of western, southern and northern Colombia (departments of Antioquia, Bolívar, Caldas, Caquetá, Cauca, Chocó, Córdoba, Nariño, Putumayo, Quindío, Risaralda, Valle del Cauca). Eastern Panamá (Pacific side and interior). Ecuador (Carchi province). The ethnic group tends to expand and occupy new territories.",Chocoan
1162,Kabui,kabui,kabui,India,IND,nkf,Vulnerable,"Koboi, Kubai, Kuki-Kabui, Inpui",,95000,,24.7218,93.6584,"Manipur, Senapati, Tamenglong and Imphal districts; Nagaland, around Dimapur; Assam.",Bookkeeping
760,Shughni,shughni,chugní,"Tajikistan, Afghanistan","TJK, AFG",sgh,Vulnerable,"šughnī, šughnanī, шуғнони",,95000,"Government sources 
personal research",37.4879,71.5374,"Shughnan district, Roshkala district and Khorog city, Gorno Badakhshan Autonomous Region of Tajikistan;
Shughnan district, Badakhshan Province of Afghanistan",Indo-European
397,Permyak,permiak,permiaco,Russian Federation,RUS,koi,Definitely endangered,“Komi-Permyak” (calque from Russian); коми-пермяцкий,,94328,"Anu-Reet Hausenberg: Komi. — The Uralic languages. Edited by Daniel Abondolo. London & New York: Routledge, 1998. 305–326. | Paula Kokkonen: Syrjänisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 709–718.",59.204,54.5361,the former Permyak Komi Autonomous District and the adjacent parts of Kirov (Vyatka) and Perm’ provinces,Uralic
1825,Poqomchi',poqomchi',Poqomchí,Guatemala,GTM,pob,Vulnerable,Tactic Poqomchí,,92941,XI Censo Nacional de Población for number of speakers and language names; contributor H. Antonio García Zúñiga consulted Ethnologue for several locations,15.3757,-90.4288,"Purulhá, Santa Cruz Verapaz, San Cristobal Verapaz, Tactic, Tamahú, Tucurú",Bookkeeping
1135,Yimchungru,yimchungru,yimchungru,India,IND,yim,Vulnerable,,,92000,,25.9629,94.9713,"Nagaland, Tuensang Dt.  ",Sino-Tibetan
669,Nogay (Caucasus),nogaï (Caucase),nogái (Cáucaso),Russian Federation,RUS,nog,Definitely endangered,,,90020,"Н. А. Баскаков: Ногайский язык. — Языки мира: Тюркские языки. Москва: Индрик, 1997. 328–335.",43.8028,46.2744,"parts of the Karachay-Cherkes Republic, Nogay, Tarumovka, Kizlyar and Babayurt counties in the Republic of Daghestan, Shelkovskaya County in the Republic of Chechenia, and Neftekumsk, Mineral’nyye Vody and Kochubeyevskoye counties in Stavropol’ Region",Turkic
700,Heiban,heiban,heibán,Sudan,SDN,hbn,Vulnerable,,,90000," Editor's field visit
Population statistics of International assessments and humanitarian missions",10.8575,30.2371,"Heiban, Abul (Obul), and nearby hills. In Heiban town on the Abri-Talodi road. Alternate names: Ebang, Abul.",Heibanic
1930,Quichua (Cañar and Azuay),quichua (Cañar et Azuay),quichua (Cañar y Azuay),Ecuador,ECU,"qxr, qug, qvi, qvj, qvo, qvz, qxl",Severely endangered,"Kichwa, Runashimi, Runa simi (Quichua Cañar Highland, Ethnologue), Quechua",,90000,"- www.codenpe.gov.ec/htm.htm
- www.ethnologue.com
- Haboud, Marleen. 2007-08. Proyecto Oralidad y Modernidad. Migración y pérdida de la lengua en Juncal, Cañar (internal report) (unpublished)",-2.6577,-78.8378,"Southern Highlands, Provinces of Cañar and Azuay (387 communities)",Quechuan
932,Mezquital Otomí,otomí de Mezquital,otomí del valle de Mezquital,Mexico,MEX,ote,Definitely endangered,"hñähñú, ñänhü, ñandú, ñohño, ñanhmu",,88789,,20.4831,-99.217,"Ajacuba, Ixmiquilpan, San Bartolo Tutotepec, Tepeji del Rio de Ocampo, Zempoala (state of Hidalgo)",Otomanguean
940,Eastern Mazahua,mazahua oriental,mazahua oriental,Mexico,MEX,,Definitely endangered,jnatrjo,,88001,"Census 2000, information provided by INALI and some field work by Lastra",19.7129,-99.9515,"Donato Guerra, Ixtlahuaca, Jocotitlán, San Felipe del Progreso, Temascalcingo (municipalities in the state of Mexico)",
1599,Burushaski,bourouchaski,buruchaski,Pakistan,PAK,bsk,Vulnerable,"Brushaski, Burushaki, Burucaki, Burushki, Burucaski, Biltum, Khajuna, Kunjut",,87000,"Backstrom, Peter C. and Carla F. Radloff. 1992. Languages of northern areas. Sociolinguistic Survey of Northern Pakistan, 2. Islamabad: National Institute of Pakistan Studies, Quaid-i-Azam University and Summer Institute of Linguistics. xxiii, 417 p. available at
http://www.sil.org/sociolx/pubs/32840_SSNP02.pdf

Dr. George van Driem in Encyclopedia of World's Endangered Languages, ed by Christopher Moseley. 2007",35.909,74.2153,"Hunza-Nagar area and Yasin area in Gilgit District, Northern Areas of Pakistan",
928,Central Otomí,otomí central,otomí central,Mexico,MEX,,Definitely endangered,"State of Mexico Otomí, hñähñú, ñöthó, ñható, hñothó, ñohño",,84593,"Census 2000, Lastra's research",19.4661,-99.5944,"Municipalities of Acambay, Chapa de Mota, Huixquilucan, Temoaya in the state of Mexico",
1141,Chokri,chokri,chokrí,India,IND,nri,Vulnerable,,,84000,,25.8691,94.7131,Phek Dt.,Sino-Tibetan
1133,Sangtam,sangtam,sangtam,India,IND,nsa,Vulnerable,,,84000,,26.6032,94.9603,"Nagaland, Tuensang Dt.",Sino-Tibetan
1791,Ixil (Guatemala),ixil (Guatemala),ijilo (Guatemala),Guatemala,GTM,,Vulnerable,,,83574,XI Censo Nacional de Población for number of speakers and names of languages; Contributor H. Antonio García Zúñiga consulted Ethnologue for some locations,15.4849,-91.0358,"Chajul, San Juan Cotzal, Nebaj",
1777,Achi',achi',achí,Guatemala,GTM,acr,Vulnerable,,,82640,XI Censo Nacional de Población for number of speakers and names of languages; Contributor H. Antonio García Zúñiga consulted Ethnologue for some locations.,15.0845,-90.4888,"West of Rabinal, Baja Verapaz dept.",Mayan
1686,Yem,yem,yemsa,Ethiopia,ETH,jnj,Vulnerable,"Yemsa, ""Janjero""",,81613,"Census, Aklilu Yilma",7.6347,37.3205,,Ta-Ne-Omotic
1144,Mao,mao,mao,India,IND,nbi,Vulnerable,,,81000,,25.5027,94.2681,"Manipur, Senapati Dt; Nagaland, Kohima Dt.",Sino-Tibetan
1347,Arbëresh,arbërerisht,arberés,Italy,ITA,aae,Definitely endangered,Arbëreshë Albanian,arbrisht,80000,"Walter Breu: Italoalbanisch. — Lexikon der Sprachen des europäischen Ostens. Herausgegeben von Miloš Okuka unter Mitwirkung von Gerald Krenn. Wieser Enzyklopädie des europäischen Ostens 10; Klagenfurt: Wieser, 2002. 73–75.",40.9321,14.8645,"(i) Adriatic zone: Montecilfone, Campomarino, Portocannone and Ururi in Molise as well as Chieuti und Casalvecchio di Puglia in Apulia; (ii) San Marzano in Apulia; (iii) Greci in Campania; (iv) northern Basilicata: Barile, Ginestra und Maschito; (v) North Calabrian zone: ca. 30 settlements in northern Calabria (Plataci, Civita, Frascineto, San Demetrio Corone, Lungro, Acquaformosa etc.) as well as San Costantino Albanese and San Paolo Lucano in southern Basilicata; (vi) settlements in southern Calabria, e.g. San Nicola dell’Alto and Vena di Maida; (vii) Sicilian zone: Piana degli Albanesi and two nearby villages near Palermo; (viii) formely also Villabadessa in Abruzzi; an outlying dialect of Albanian",Indo-European
1765,Lari,lari,lari,Iran (Islamic Republic of),IRN,"lrl, fay",Definitely endangered,"Larestani, Achomi",,80000,,27.8585,54.8547,"Lar district, South Province, Iran",Indo-European
641,Páez,páez,páez,Colombia,COL,pbb,Definitely endangered,Nasa (people). Nasa Yuwe (language).,,80000,"CRIC - Base de Datos Sociolingüística - Análisis preliminar - 2008
Rojas, Tulio La lengua Paez: Una vision de su gramatica (1998)
Arango and Sánchez, 'Los pueblos indígenas de Colombia' (2004)
González and Rodríguez, 'Lenguas indígenas de Colombia' (2000)
Jung, 'Gramática del páez o nasa yuwe' (2008)",2.8237,-76.3117,"In the Tierradentro mountain region of the departments of Cauca and Huila. There are also settlements in Caquetá, Meta, Putumayo, Tolima and Valle.",
2303,Quechua of Santiago del Estero,quechua de Santiago del Estero,quechua de Santiago del Estero,Argentina,ARG,qus,Definitely endangered,Quichua. Cuzco.,,80000,,-26.7848,-63.6767,,Quechuan
1058,Svan,svane,svan,Georgia,GEO,sva,Definitely endangered,,,80000,"А. Л. Ониани: Сванский язык. — Языки Российской Федерации и соседних государств: энциклопедия III. Москва: Наука, 2005.",43.0207,42.3193,"area known as Svanetia, mainly within Mestiya and Lentekhi counties in Georgia",Kartvelian
2236,Tai Daeng,tai daeng,taidaén,"Lao People's Democratic Republic, Viet Nam","LAO, VNM",tyr,Vulnerable,Red Thai,,80000,,19.8833,104.6166,,Tai-Kadai
2163,Taznatit,taznatit,taznatit,Algeria,DZA,grr,Severely endangered,"Tamazight du Gourara, Tamazight du Touat",,80000,"Official Population figures, Bellil, Guillermou",29.3413,0.3955,"Several oasis around Timimoune, Adrar, Tamentit",Afro-Asiatic
2179,Razihi,razihi,razihi,Yemen,YEM,,Definitely endangered,"Samrit Razih, Razihit, رازحي",,75000,"Personal fieldwork conducted in Razih in 1979 and in 2005-2006  in London.  Watson, Stalls, al-Razihi, Weir. The Language of Jabal RāziH:  
Arabic or something else?  Arabian Studies Seminar, 2006.
P. Behnstedt.  Die Dialekte der Gegend von Sa‘ dah (Nord-Jemen), 1987.


",16.8834,43.2655,Town of Al-Nadhir on Jabal Razih and surrounding area,
1379,Wakhi,wakhi,vakí,"China, Pakistan, Tajikistan, Afghanistan","CHN, PAK, TJK, AFG",wbl,Definitely endangered,вахони,,75000,Elnazarov. A. Personal research,37.1603,74.9047,"Ishkashim district of GBAO, Tajikistan; Northern Pakistan; Badakhshan Province of Afghanistan and Tashkurghan district of Xinjiang Province of China.  ",Indo-European
